pearson;similarity_type;matching;word_agg;sentence_agg;direction;power;index_weight;power_scope
0.4452970641897472;spath;one_to_many;max;avg;symmetric;power7;none;global
0.4432114461308614;wupalmer;one_to_many;max;avg;symmetric;power13;none;global
0.43565918723190966;wupalmer;one_to_many;max;max;single;power13;none;local
0.43565918723190966;wupalmer;one_to_many;max;max;single;power13;none;global
0.43565918723190966;wupalmer;one_to_many;max;max;symmetric;power13;none;local
0.43565918723190966;wupalmer;one_to_many;max;max;symmetric;power13;none;global
0.43565918723190966;wupalmer;all_to_all;;max;single;power13;none;local
0.43565918723190966;wupalmer;all_to_all;;max;single;power13;none;global
0.43565918723190966;wupalmer;all_to_all;;max;single;power13;linear;local
0.43565918723190966;wupalmer;all_to_all;;max;single;power13;linear;global
0.43565918723190966;wupalmer;all_to_all;;max;single;power13;prime;local
0.43565918723190966;wupalmer;all_to_all;;max;single;power13;prime;global
0.43565918723190966;wupalmer;all_to_all;;max;single;power13;exponential;local
0.43565918723190966;wupalmer;all_to_all;;max;single;power13;exponential;global
0.43565918723190966;wupalmer;all_to_all;;max;symmetric;power13;none;local
0.43565918723190966;wupalmer;all_to_all;;max;symmetric;power13;none;global
0.43565918723190966;wupalmer;all_to_all;;max;symmetric;power13;linear;local
0.43565918723190966;wupalmer;all_to_all;;max;symmetric;power13;linear;global
0.43565918723190966;wupalmer;all_to_all;;max;symmetric;power13;prime;local
0.43565918723190966;wupalmer;all_to_all;;max;symmetric;power13;prime;global
0.43565918723190966;wupalmer;all_to_all;;max;symmetric;power13;exponential;local
0.43565918723190966;wupalmer;all_to_all;;max;symmetric;power13;exponential;global
0.43527579392373367;spath;one_to_many;max;max;single;power7;none;local
0.43527579392373367;spath;one_to_many;max;max;single;power7;none;global
0.43527579392373367;spath;one_to_many;max;max;symmetric;power7;none;local
0.43527579392373367;spath;one_to_many;max;max;symmetric;power7;none;global
0.43527579392373367;spath;all_to_all;;max;single;power7;none;local
0.43527579392373367;spath;all_to_all;;max;single;power7;none;global
0.43527579392373367;spath;all_to_all;;max;single;power7;linear;local
0.43527579392373367;spath;all_to_all;;max;single;power7;linear;global
0.43527579392373367;spath;all_to_all;;max;single;power7;prime;local
0.43527579392373367;spath;all_to_all;;max;single;power7;prime;global
0.43527579392373367;spath;all_to_all;;max;single;power7;exponential;local
0.43527579392373367;spath;all_to_all;;max;single;power7;exponential;global
0.43527579392373367;spath;all_to_all;;max;symmetric;power7;none;local
0.43527579392373367;spath;all_to_all;;max;symmetric;power7;none;global
0.43527579392373367;spath;all_to_all;;max;symmetric;power7;linear;local
0.43527579392373367;spath;all_to_all;;max;symmetric;power7;linear;global
0.43527579392373367;spath;all_to_all;;max;symmetric;power7;prime;local
0.43527579392373367;spath;all_to_all;;max;symmetric;power7;prime;global
0.43527579392373367;spath;all_to_all;;max;symmetric;power7;exponential;local
0.43527579392373367;spath;all_to_all;;max;symmetric;power7;exponential;global
0.43524557245049544;spath;one_to_many;max;max;single;power13;none;local
0.43524557245049544;spath;one_to_many;max;max;single;power13;none;global
0.43524557245049544;spath;one_to_many;max;max;symmetric;power13;none;local
0.43524557245049544;spath;one_to_many;max;max;symmetric;power13;none;global
0.43524557245049544;spath;all_to_all;;max;single;power13;none;local
0.43524557245049544;spath;all_to_all;;max;single;power13;none;global
0.43524557245049544;spath;all_to_all;;max;single;power13;linear;local
0.43524557245049544;spath;all_to_all;;max;single;power13;linear;global
0.43524557245049544;spath;all_to_all;;max;single;power13;prime;local
0.43524557245049544;spath;all_to_all;;max;single;power13;prime;global
0.43524557245049544;spath;all_to_all;;max;single;power13;exponential;local
0.43524557245049544;spath;all_to_all;;max;single;power13;exponential;global
0.43524557245049544;spath;all_to_all;;max;symmetric;power13;none;local
0.43524557245049544;spath;all_to_all;;max;symmetric;power13;none;global
0.43524557245049544;spath;all_to_all;;max;symmetric;power13;linear;local
0.43524557245049544;spath;all_to_all;;max;symmetric;power13;linear;global
0.43524557245049544;spath;all_to_all;;max;symmetric;power13;prime;local
0.43524557245049544;spath;all_to_all;;max;symmetric;power13;prime;global
0.43524557245049544;spath;all_to_all;;max;symmetric;power13;exponential;local
0.43524557245049544;spath;all_to_all;;max;symmetric;power13;exponential;global
0.43524470131864457;wupalmer;one_to_many;max;max;single;power101;none;local
0.43524470131864457;wupalmer;one_to_many;max;max;single;power101;none;global
0.43524470131864457;wupalmer;one_to_many;max;max;symmetric;power101;none;local
0.43524470131864457;wupalmer;one_to_many;max;max;symmetric;power101;none;global
0.43524470131864457;wupalmer;all_to_all;;max;single;power101;none;local
0.43524470131864457;wupalmer;all_to_all;;max;single;power101;none;global
0.43524470131864457;wupalmer;all_to_all;;max;single;power101;linear;local
0.43524470131864457;wupalmer;all_to_all;;max;single;power101;linear;global
0.43524470131864457;wupalmer;all_to_all;;max;single;power101;prime;local
0.43524470131864457;wupalmer;all_to_all;;max;single;power101;prime;global
0.43524470131864457;wupalmer;all_to_all;;max;single;power101;exponential;local
0.43524470131864457;wupalmer;all_to_all;;max;single;power101;exponential;global
0.43524470131864457;wupalmer;all_to_all;;max;symmetric;power101;none;local
0.43524470131864457;wupalmer;all_to_all;;max;symmetric;power101;none;global
0.43524470131864457;wupalmer;all_to_all;;max;symmetric;power101;linear;local
0.43524470131864457;wupalmer;all_to_all;;max;symmetric;power101;linear;global
0.43524470131864457;wupalmer;all_to_all;;max;symmetric;power101;prime;local
0.43524470131864457;wupalmer;all_to_all;;max;symmetric;power101;prime;global
0.43524470131864457;wupalmer;all_to_all;;max;symmetric;power101;exponential;local
0.43524470131864457;wupalmer;all_to_all;;max;symmetric;power101;exponential;global
0.4352447000308618;spath;one_to_many;max;max;single;power101;none;local
0.4352447000308618;spath;one_to_many;max;max;single;power101;none;global
0.4352447000308618;spath;one_to_many;max;max;symmetric;power101;none;local
0.4352447000308618;spath;one_to_many;max;max;symmetric;power101;none;global
0.4352447000308618;spath;all_to_all;;max;single;power101;none;local
0.4352447000308618;spath;all_to_all;;max;single;power101;none;global
0.4352447000308618;spath;all_to_all;;max;single;power101;linear;local
0.4352447000308618;spath;all_to_all;;max;single;power101;linear;global
0.4352447000308618;spath;all_to_all;;max;single;power101;prime;local
0.4352447000308618;spath;all_to_all;;max;single;power101;prime;global
0.4352447000308618;spath;all_to_all;;max;single;power101;exponential;local
0.4352447000308618;spath;all_to_all;;max;single;power101;exponential;global
0.4352447000308618;spath;all_to_all;;max;symmetric;power101;none;local
0.4352447000308618;spath;all_to_all;;max;symmetric;power101;none;global
0.4352447000308618;spath;all_to_all;;max;symmetric;power101;linear;local
0.4352447000308618;spath;all_to_all;;max;symmetric;power101;linear;global
0.4352447000308618;spath;all_to_all;;max;symmetric;power101;prime;local
0.4352447000308618;spath;all_to_all;;max;symmetric;power101;prime;global
0.4352447000308618;spath;all_to_all;;max;symmetric;power101;exponential;local
0.4352447000308618;spath;all_to_all;;max;symmetric;power101;exponential;global
0.4324870987687943;wupalmer;one_to_many;max;max;single;power7;none;local
0.4324870987687943;wupalmer;one_to_many;max;max;single;power7;none;global
